Date : 2024-01-30 19:25:05
Directory : d:\Programming\Projects\library
Total : 171 files,  34328 codes, 156 comments, 1354 blanks, all 35838 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-books\add-book\add-book.page.staff.jsx                                  | JavaScript JSX |        166 |         12 |         11 |        189 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-books\book-accessions\add-book-accession.page.staff.jsx                 | JavaScript JSX |        157 |          0 |         13 |        170 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-books\manage-books.page.admin.jsx                                       | JavaScript JSX |         24 |          0 |          3 |         27 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-books\search-books\search-books.page.staff.jsx                          | JavaScript JSX |        105 |          0 |         11 |        116 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-books\view-book\view-book.page.staff.jsx                                | JavaScript JSX |         78 |          0 |          8 |         86 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\add-student\add-student.page.staff.jsx                         | JavaScript JSX |        188 |          1 |         11 |        200 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\approve-student\approve-student.page.staff.jsx                 | JavaScript JSX |         89 |          0 |          9 |         98 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\approve-student\view-applicant.page.admin.jsx                  | JavaScript JSX |        119 |          0 |          9 |        128 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\library-cards\add-library-card\add-library-card.page.staff.jsx | JavaScript JSX |        152 |          0 |         13 |        165 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\manage-students.page.staff.jsx                                 | JavaScript JSX |         29 |          0 |          3 |         32 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\search-students\search-student.page.staff.jsx                  | JavaScript JSX |         84 |          0 |          9 |         93 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\manage-students\view-student\view-student.page.staff.jsx                       | JavaScript JSX |         72 |          0 |          8 |         80 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\profile\change-password\change-password.page.staff.jsx                         | JavaScript JSX |         90 |          0 |          8 |         98 |
| d:\Programming\Projects\library\client\src\dashboard\staff\pages\profile\profile.page.staff.jsx                                                 | JavaScript JSX |         14 |          0 |          3 |         17 |
| d:\Programming\Projects\library\client\src\dashboard\staff\routes\issue-books.route.staff.jsx                                                   | JavaScript JSX |         28 |          0 |          3 |         31 |
| d:\Programming\Projects\library\client\src\dashboard\staff\routes\manage-books.route.staff.jsx                                                  | JavaScript JSX |         18 |          0 |          3 |         21 |
| d:\Programming\Projects\library\client\src\dashboard\staff\routes\manage-students.staff.jsx                                                     | JavaScript JSX |         28 |          0 |          3 |         31 |
| d:\Programming\Projects\library\client\src\dashboard\staff\routes\profile.router.jsx                                                            | JavaScript JSX |         12 |          0 |          3 |         15 |
| d:\Programming\Projects\library\client\src\dashboard\staff\routes\staff-routes.route.staff.jsx                                                  | JavaScript JSX |         22 |          0 |          3 |         25 |
| d:\Programming\Projects\library\client\src\dashboard\student\components\navbar\navbar.component.user.jsx                                        | JavaScript JSX |         86 |          0 |          8 |         94 |
| d:\Programming\Projects\library\client\src\dashboard\student\hooks\http-requests.hooks.student.js                                               | JavaScript     |         24 |          0 |          3 |         27 |
| d:\Programming\Projects\library\client\src\dashboard\student\pages\homepage\homepage.page.user.jsx                                              | JavaScript JSX |          9 |          0 |          2 |         11 |
| d:\Programming\Projects\library\client\src\dashboard\student\pages\issue-history\issue-history.page.student.jsx                                 | JavaScript JSX |        132 |          0 |          9 |        141 |
| d:\Programming\Projects\library\client\src\dashboard\student\routes\student-routes.user.jsx                                                     | JavaScript JSX |         16 |          0 |          3 |         19 |
| d:\Programming\Projects\library\client\src\index.css                                                                                            | CSS            |         12 |          0 |          2 |         14 |
| d:\Programming\Projects\library\client\src\index.js                                                                                             | JavaScript     |         13 |          0 |          2 |         15 |
| d:\Programming\Projects\library\client\src\utils\functions.js                                                                                   | JavaScript     |         55 |          9 |         15 |         79 |
| d:\Programming\Projects\library\package-lock.json                                                                                               | JSON           |        317 |          0 |          1 |        318 |
| d:\Programming\Projects\library\package.json                                                                                                    | JSON           |         14 |          0 |          1 |         15 |
| d:\Programming\Projects\library\server\package-lock.json                                                                                        | JSON           |      3,174 |          0 |          1 |      3,175 |
| d:\Programming\Projects\library\server\package.json                                                                                             | JSON           |         29 |          0 |          1 |         30 |
| d:\Programming\Projects\library\server\src\app.js                                                                                               | JavaScript     |         27 |          1 |         10 |         38 |
| d:\Programming\Projects\library\server\src\index.js                                                                                             | JavaScript     |         12 |          0 |          6 |         18 |
| d:\Programming\Projects\library\server\src\models\applications\applications.controllers.js                                                      | JavaScript     |         67 |          1 |         17 |         85 |
| d:\Programming\Projects\library\server\src\models\applications\applications.schema.js                                                           | JavaScript     |         60 |          0 |          3 |         63 |
| d:\Programming\Projects\library\server\src\models\auth\admin\aduth_admin.controllers.js                                                         | JavaScript     |         20 |          0 |          5 |         25 |
| d:\Programming\Projects\library\server\src\models\auth\applicant\auth_applicant.controllers.js                                                  | JavaScript     |         41 |          8 |          8 |         57 |
| d:\Programming\Projects\library\server\src\models\auth\auth.controllers.js                                                                      | JavaScript     |         53 |          0 |         12 |         65 |
| d:\Programming\Projects\library\server\src\models\auth\auth.schema.js                                                                           | JavaScript     |         44 |          0 |          7 |         51 |
| d:\Programming\Projects\library\server\src\models\auth\functions.js                                                                             | JavaScript     |         24 |          1 |          4 |         29 |
| d:\Programming\Projects\library\server\src\models\auth\student\auth_student.controllers.js                                                      | JavaScript     |         11 |          0 |          5 |         16 |
| d:\Programming\Projects\library\server\src\models\book-accessions\book-accessions.controllers.js                                                | JavaScript     |         43 |          0 |         10 |         53 |
| d:\Programming\Projects\library\server\src\models\book-accessions\book-accessions.schema.js                                                     | JavaScript     |         21 |          0 |          3 |         24 |
| d:\Programming\Projects\library\server\src\models\books\books.controllers.js                                                                    | JavaScript     |         81 |          0 |         15 |         96 |
| d:\Programming\Projects\library\server\src\models\books\books.schema.js                                                                         | JavaScript     |         54 |          0 |          5 |         59 |
| d:\Programming\Projects\library\server\src\models\issue-book\issue-book.controllers.js                                                          | JavaScript     |        104 |          0 |         19 |        123 |
| d:\Programming\Projects\library\server\src\models\issue-book\issue-book.schema.js                                                               | JavaScript     |         23 |          0 |          3 |         26 |
| d:\Programming\Projects\library\server\src\models\library-cards\library-cards.controllers.js                                                    | JavaScript     |         33 |          0 |          7 |         40 |
| d:\Programming\Projects\library\server\src\models\library-cards\library-cards.schema.js                                                         | JavaScript     |         21 |          0 |          3 |         24 |
| d:\Programming\Projects\library\server\src\models\returned-book\returned-books.controllers.models.js                                            | JavaScript     |        152 |          0 |         29 |        181 |
| d:\Programming\Projects\library\server\src\models\returned-book\returned-books.schema.js                                                        | JavaScript     |         27 |          0 |          3 |         30 |
| d:\Programming\Projects\library\server\src\models\staff\staff.controllers.js                                                                    | JavaScript     |         11 |          0 |          5 |         16 |
| d:\Programming\Projects\library\server\src\models\staff\staff.schema.js                                                                         | JavaScript     |         65 |          0 |          3 |         68 |
| d:\Programming\Projects\library\server\src\models\students\students.controllers.js                                                              | JavaScript     |         52 |          0 |         13 |         65 |
| d:\Programming\Projects\library\server\src\models\students\students.schema.js                                                                   | JavaScript     |         54 |          0 |          3 |         57 |
| d:\Programming\Projects\library\server\src\router\admin\admin.router.js                                                                         | JavaScript     |         11 |          0 |          4 |         15 |
| d:\Programming\Projects\library\server\src\router\admin\books\books.middlewares.admin.js                                                        | JavaScript     |         63 |          0 |          5 |         68 |
| d:\Programming\Projects\library\server\src\router\admin\books\books.router.admin.js                                                             | JavaScript     |        108 |          0 |         10 |        118 |
| d:\Programming\Projects\library\server\src\router\admin\database\database.router.admin.js                                                       | JavaScript     |        169 |          0 |         15 |        184 |
| d:\Programming\Projects\library\server\src\router\admin\issue-book\issue-book.middlewares.js                                                    | JavaScript     |        325 |         12 |         26 |        363 |
| d:\Programming\Projects\library\server\src\router\admin\issue-book\issue-book.router.admin.js                                                   | JavaScript     |        115 |          0 |         11 |        126 |
| d:\Programming\Projects\library\server\src\router\admin\settings\settings.router.admin.js                                                       | JavaScript     |         45 |          0 |          6 |         51 |
| d:\Programming\Projects\library\server\src\router\admin\staff\staff.router.admin.js                                                             | JavaScript     |         43 |          0 |          6 |         49 |
| d:\Programming\Projects\library\server\src\router\admin\students\students.router.admin.js                                                       | JavaScript     |        203 |          0 |         35 |        238 |
| d:\Programming\Projects\library\server\src\router\applicant\applicant.router.js                                                                 | JavaScript     |         37 |          0 |          8 |         45 |
| d:\Programming\Projects\library\server\src\router\auth\admin\admin-router.auth.router.js                                                        | JavaScript     |          5 |          0 |          4 |          9 |
| d:\Programming\Projects\library\server\src\router\auth\admin\email-sign-on.admin.auth.router.js                                                 | JavaScript     |         44 |          0 |          9 |         53 |
| d:\Programming\Projects\library\server\src\router\auth\applicants\applicants.email-sign-on.auth.router.js                                       | JavaScript     |          5 |          0 |          4 |          9 |
| d:\Programming\Projects\library\server\src\router\auth\applicants\email-sign-on.applicants.auth.router.js                                       | JavaScript     |         98 |          6 |         23 |        127 |
| d:\Programming\Projects\library\server\src\router\auth\auth.router.js                                                                           | JavaScript     |         37 |         50 |         16 |        103 |
| d:\Programming\Projects\library\server\src\router\auth\email-sign-on\email-sign-on-jwt.js                                                       | JavaScript     |          3 |          0 |          2 |          5 |
| d:\Programming\Projects\library\server\src\router\auth\email-sign-on\email-sign-on.router.js                                                    | JavaScript     |         98 |          0 |         16 |        114 |
| d:\Programming\Projects\library\server\src\router\auth\passport\jwt.js                                                                          | JavaScript     |         16 |          0 |          5 |         21 |
| d:\Programming\Projects\library\server\src\router\auth\students\email-sign-on.student.auth.js                                                   | JavaScript     |         40 |          0 |          9 |         49 |
| d:\Programming\Projects\library\server\src\router\auth\students\students-router.auth.router.js                                                  | JavaScript     |          5 |          0 |          4 |          9 |
| d:\Programming\Projects\library\server\src\router\router.js                                                                                     | JavaScript     |         97 |          1 |         17 |        115 |
| d:\Programming\Projects\library\server\src\router\student\issue-history\issue-history.router.student.js                                         | JavaScript     |         39 |          0 |          5 |         44 |
| d:\Programming\Projects\library\server\src\secrets.js                                                                                           | JavaScript     |          0 |          0 |          1 |          1 |
| d:\Programming\Projects\library\server\src\services\email-templates.js                                                                          | JavaScript     |         89 |          0 |          4 |         93 |
| d:\Programming\Projects\library\server\src\services\mongo-functions.js                                                                          | JavaScript     |         15 |          0 |          5 |         20 |
| d:\Programming\Projects\library\server\src\services\mongo.js                                                                                    | JavaScript     |         36 |         10 |         10 |         56 |
| d:\Programming\Projects\library\server\src\services\nodemailer.js                                                                               | JavaScript     |          7 |          0 |          3 |         10 |
| d:\Programming\Projects\library\server\src\utils\custom-response-codes.js                                                                       | JavaScript     |        216 |          0 |          3 |        219 |
| d:\Programming\Projects\library\server\src\utils\excel-bulk.entry.js                                                                            | JavaScript     |         52 |          3 |         11 |         66 |
| d:\Programming\Projects\library\server\src\utils\functions.js                                                                                   | JavaScript     |         95 |          3 |         16 |        114 |
| Total                                                                                                                                           |                |     34,328 |        156 |      1,354 |     35,838 |
+-------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
